Geo,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4,Year
5.176E+11,0.701,0.15,0.136,0.013,2024
5.176E+11,0.93,0,0.07,0,2024
5.176E+11,0.924,0.02,0.056,0,2024
5.176E+11,0.349,0.224,0.286,0.141,2024
5.176E+11,0.365,0.559,0.076,0,2024
5.176E+11,0.368,0.299,0.196,0.137,2024
5.176E+11,0.146,0.417,0.257,0.18,2024
5.176E+11,0.466,0.405,0.098,0.031,2024
5.176E+11,0.17,0.374,0.335,0.121,2024
5.176E+11,0.248,0.228,0.189,0.335,2024
5.176E+11,0.187,0.176,0.478,0.159,2024
5.176E+11,0.568,0.193,0.16,0.079,2024
5.176E+11,0.316,0.228,0.264,0.192,2024
5.176E+11,0.323,0.225,0.274,0.178,2024
5.176E+11,0.155,0.253,0.377,0.215,2024
5.176E+11,0.678,0.155,0.124,0.043,2024
5.176E+11,0.447,0.152,0.127,0.274,2024
5.176E+11,0.531,0.359,0.106,0.004,2024
5.176E+11,0.432,0.229,0.22,0.119,2024
5.176E+11,0.68,0.141,0.053,0.126,2024
5.176E+11,0.233,0.394,0.339,0.034,2024
5.176E+11,0.53,0.25,0.161,0.059,2024
5.176E+11,0.385,0.395,0.212,0.008,2024
5.176E+11,0.73,0.27,0,0,2024
5.176E+11,0.994,0.006,0,0,2024
5.176E+11,0.414,0.385,0.152,0.049,2024
5.176E+11,1,0,0,0,2024
5.176E+11,0.415,0.279,0.163,0.143,2024
5.176E+11,0.537,0.153,0.241,0.069,2024
5.176E+11,0.54,0.327,0.133,0,2024
5.176E+11,0.563,0.36,0.077,0,2024
5.176E+11,0.598,0.355,0.047,0,2024
5.176E+11,0.307,0.453,0.081,0.159,2024
5.176E+11,0.319,0.343,0.253,0.085,2024
5.176E+11,0.564,0.277,0.131,0.028,2024
5.176E+11,0.708,0.138,0.154,0,2024
5.176E+11,0.175,0.376,0.387,0.062,2024
5.176E+11,0.318,0.305,0.295,0.082,2024
5.176E+11,0.822,0.173,0.005,0,2024
5.176E+11,0.487,0.206,0.162,0.145,2024
5.176E+11,0.419,0.08,0.241,0.26,2024
5.176E+11,0.656,0.127,0.065,0.152,2024
5.176E+11,0.514,0.32,0.089,0.077,2024
5.176E+11,0.338,0.348,0.222,0.092,2024
5.176E+11,0.253,0.168,0.304,0.275,2024
5.176E+11,0.113,0.018,0.455,0.414,2024
5.176E+11,0.352,0.2,0.14,0.308,2024
5.176E+11,0.233,0.333,0.236,0.198,2024
5.176E+11,0.223,0.461,0.198,0.118,2024
5.176E+11,0.14,0.328,0.29,0.242,2024
5.176E+11,0.363,0.408,0.121,0.108,2024
5.176E+11,0.244,0.3,0.304,0.152,2024
5.176E+11,0.127,0.265,0.332,0.276,2024
5.176E+11,0.238,0.37,0.286,0.106,2024
5.176E+11,0.065,0.162,0.289,0.484,2024
5.176E+11,0.116,0.383,0.302,0.199,2024
5.176E+11,0.165,0.302,0.351,0.182,2024
5.176E+11,0.303,0.236,0.342,0.119,2024
5.176E+11,0.216,0.403,0.327,0.054,2024
5.176E+11,0.215,0.42,0.278,0.087,2024
5.176E+11,0.186,0.26,0.318,0.236,2024
5.176E+11,0.504,0.24,0.197,0.059,2024
5.176E+11,0.217,0.32,0.3,0.163,2024
5.176E+11,0.511,0.218,0.178,0.093,2024
5.176E+11,0.231,0.259,0.29,0.22,2024
5.176E+11,0.154,0.154,0.405,0.287,2024
5.17601E+11,0.256,0.35,0.203,0.191,2024
5.17601E+11,0.234,0.495,0.211,0.06,2024
5.17601E+11,0.121,0.128,0.232,0.519,2024
5.17601E+11,0.086,0.151,0.418,0.345,2024
5.17601E+11,0.164,0.138,0.239,0.459,2024
5.17601E+11,0.043,0.032,0.105,0.82,2024
5.17601E+11,0.271,0.201,0.31,0.218,2024
5.17601E+11,0.203,0.196,0.23,0.371,2024
5.17601E+11,0.038,0.074,0.244,0.644,2024
5.17601E+11,0.183,0.23,0.31,0.277,2024
5.17601E+11,0.079,0.182,0.263,0.476,2024
5.17601E+11,0.25,0.25,0.25,0.25,2024
5.17601E+11,0.041,0.058,0.179,0.722,2024
5.17601E+11,0.07,0.109,0.282,0.539,2024
5.17601E+11,0.422,0.338,0.214,0.026,2024
5.17601E+11,0.554,0.147,0.266,0.033,2024
5.17601E+11,0.551,0.071,0.378,0,2024
5.17601E+11,0.489,0.281,0.194,0.036,2024
5.17601E+11,1,0,0,0,2024
5.17601E+11,0.51,0.363,0.127,0,2024
5.17601E+11,0.253,0.545,0.194,0.008,2024
5.17601E+11,0.472,0.244,0.202,0.082,2024
5.17601E+11,0.171,0.05,0.57,0.209,2024
5.17601E+11,0.151,0.336,0.297,0.216,2024
5.17601E+11,0.092,0.232,0.345,0.331,2024
5.17601E+11,0.29,0.186,0.304,0.22,2024
5.17601E+11,0.685,0.249,0.051,0.015,2024
5.17601E+11,0.446,0.36,0.078,0.116,2024
5.17601E+11,0.182,0.094,0.375,0.349,2024
5.17601E+11,0.321,0.389,0.146,0.144,2024
5.17601E+11,0.139,0.114,0.224,0.523,2024
5.17601E+11,0.712,0.152,0.131,0.005,2024
5.17601E+11,0.506,0.288,0.206,0,2024
5.17601E+11,0.642,0.249,0.109,0,2024
5.17601E+11,0.358,0.459,0.183,0,2024
5.17601E+11,0.638,0.319,0.043,0,2024
5.17601E+11,0.557,0.327,0.088,0.028,2024
5.17601E+11,0.375,0.494,0.131,0,2024
5.17601E+11,0.601,0.208,0.096,0.095,2024
5.17601E+11,0.511,0.067,0.422,0,2024
5.17601E+11,0.419,0.308,0.165,0.108,2024
5.17601E+11,0.292,0.36,0.276,0.072,2024
5.17601E+11,0.257,0.321,0.34,0.082,2024
5.17601E+11,0.402,0.371,0.227,0,2024
5.17601E+11,0.439,0.375,0.152,0.034,2024
5.17601E+11,0.543,0.394,0.063,0,2024
5.17601E+11,0.231,0.569,0.146,0.054,2024
5.17601E+11,0.201,0.283,0.32,0.196,2024
5.17601E+11,0.33,0.275,0.316,0.079,2024
5.17601E+11,0.11,0.216,0.425,0.249,2024
5.17601E+11,0.227,0.258,0.279,0.236,2024
5.17601E+11,0.293,0.375,0.223,0.109,2024
5.17601E+11,0.081,0.315,0.358,0.246,2024
5.17601E+11,0.262,0.3,0.338,0.1,2024
5.17601E+11,0.2,0.222,0.266,0.312,2024
5.17601E+11,0.073,0.131,0.355,0.441,2024
5.17601E+11,0.802,0.165,0.033,0,2024
5.17601E+11,0.319,0.381,0.29,0.01,2024
5.17601E+11,0.734,0.038,0,0.228,2024
5.17601E+11,0.673,0.245,0.082,0,2024
5.17601E+11,0.369,0.357,0.274,0,2024
5.17601E+11,0.46,0.475,0.065,0,2024
5.17601E+11,0.458,0.333,0.209,0,2024
5.17601E+11,0.122,0.305,0.573,0,2024
5.17601E+11,0.422,0.381,0.12,0.077,2024
5.17601E+11,0.32,0.319,0.31,0.051,2024
5.17601E+11,0.386,0.387,0.199,0.028,2024
5.17601E+11,0.717,0.167,0.09,0.026,2024
5.17601E+11,0.591,0.214,0.155,0.04,2024
5.17601E+11,0.145,0.24,0.355,0.26,2024
5.17601E+11,0.262,0.361,0.297,0.08,2024
5.17601E+11,0.712,0.147,0.1,0.041,2024
5.17601E+11,0.256,0.475,0.203,0.066,2024
5.17601E+11,0.167,0.376,0.159,0.298,2024
5.17601E+11,0.426,0.236,0.28,0.058,2024
5.17601E+11,0.332,0.459,0.209,0,2024
5.17601E+11,0.679,0.309,0.012,0,2024
5.17601E+11,0.577,0.365,0.058,0,2024
5.17601E+11,0.059,0.492,0.391,0.058,2024
5.17601E+11,0.531,0.287,0.182,0,2024
5.17601E+11,0.517,0.365,0.104,0.014,2024
5.17601E+11,0.715,0.171,0.104,0.01,2024
5.17601E+11,0.636,0.313,0.051,0,2024
5.17601E+11,0.355,0.468,0.091,0.086,2024
5.17601E+11,0.147,0.174,0.5,0.179,2024
5.17601E+11,0.549,0.11,0.239,0.102,2024
5.17601E+11,0.476,0.299,0.143,0.082,2024
5.17601E+11,0.223,0.506,0.186,0.085,2024
5.177E+11,0.513,0.299,0.175,0.013,2024
5.177E+11,0.675,0.166,0.139,0.02,2024
5.177E+11,0.23,0.424,0.256,0.09,2024
5.177E+11,0.368,0.526,0.106,0,2024
5.177E+11,0.393,0.269,0.258,0.08,2024
5.177E+11,0.506,0.215,0.105,0.174,2024
5.177E+11,0.391,0.19,0.398,0.021,2024
5.177E+11,0.63,0.231,0.132,0.007,2024
5.177E+11,0.361,0.395,0.244,0,2024
5.177E+11,0.621,0.145,0.226,0.008,2024
5.177E+11,0.431,0.324,0.245,0,2024
5.177E+11,0.815,0.169,0.016,0,2024
5.177E+11,0.554,0.326,0.108,0.012,2024
5.177E+11,0.317,0.249,0.225,0.209,2024
5.177E+11,0.411,0.369,0.199,0.021,2024
5.177E+11,0.667,0.302,0.031,0,2024
5.177E+11,0.337,0.506,0.157,0,2024
5.177E+11,0.354,0.469,0.177,0,2024
5.177E+11,0.357,0.339,0.245,0.059,2024
5.177E+11,0.437,0.36,0.172,0.031,2024
5.177E+11,0.735,0.172,0.088,0.005,2024
5.177E+11,0.501,0.408,0.091,0,2024
5.177E+11,0.654,0.257,0.063,0.026,2024
5.177E+11,0.565,0.296,0.114,0.025,2024
5.177E+11,0.231,0.481,0.191,0.097,2024
5.177E+11,0.352,0.495,0.126,0.027,2024
5.177E+11,0.573,0.336,0.087,0.004,2024
5.177E+11,0.436,0.119,0.345,0.1,2024
5.177E+11,0.677,0.17,0.066,0.087,2024
5.177E+11,0.332,0.495,0.168,0.005,2024
5.177E+11,0.25,0.407,0.253,0.09,2024
5.177E+11,0.247,0.261,0.299,0.193,2024
5.177E+11,0.42,0.324,0.178,0.078,2024
5.177E+11,0.516,0.346,0.138,0,2024
5.177E+11,0.104,0.47,0.346,0.08,2024
5.177E+11,0.21,0.362,0.346,0.082,2024
5.177E+11,0.515,0.365,0.066,0.054,2024
5.177E+11,0.105,0.438,0.332,0.125,2024
5.177E+11,0.355,0.181,0.213,0.251,2024
5.177E+11,0.283,0.315,0.196,0.206,2024
5.177E+11,0.339,0.378,0.239,0.044,2024
5.177E+11,0.415,0.322,0.246,0.017,2024
5.177E+11,0.506,0.314,0.106,0.074,2024
5.177E+11,0.439,0.276,0.265,0.02,2024
5.177E+11,0.349,0.236,0.354,0.061,2024
5.177E+11,0.39,0.311,0.263,0.036,2024
5.177E+11,0.685,0.205,0.104,0.006,2024
5.177E+11,0.686,0.116,0.198,0,2024
5.177E+11,0.252,0.332,0.405,0.011,2024
5.177E+11,0.388,0.404,0.208,0,2024
5.177E+11,0.594,0.218,0.184,0.004,2024
5.177E+11,0.529,0.213,0.211,0.047,2024
5.177E+11,0.648,0.178,0.168,0.006,2024
5.177E+11,0.415,0.233,0.315,0.037,2024
5.177E+11,0.56,0.252,0.107,0.081,2024
5.177E+11,0.449,0.511,0.028,0.012,2024
5.177E+11,0.415,0.325,0.225,0.035,2024
5.177E+11,0.771,0.066,0.163,0,2024
5.177E+11,0.08,0.151,0.522,0.247,2024
5.177E+11,0.258,0.69,0.052,0,2024
5.177E+11,0.657,0.303,0.04,0,2024
5.177E+11,0.367,0.207,0.225,0.201,2024
5.177E+11,0.29,0.331,0.24,0.139,2024
5.177E+11,0.448,0.224,0.257,0.071,2024
5.177E+11,0.51,0.341,0.118,0.031,2024
5.177E+11,0.057,0.308,0.343,0.292,2024
5.177E+11,0.456,0.242,0.064,0.238,2024
5.177E+11,0.086,0.383,0.346,0.185,2024
5.177E+11,0.168,0.191,0.217,0.424,2024
5.177E+11,0.189,0.296,0.1,0.415,2024
5.177E+11,0.301,0.298,0.205,0.196,2024
5.177E+11,0.551,0.199,0.126,0.124,2024
5.177E+11,0.44,0.201,0.268,0.091,2024
5.177E+11,0.288,0.398,0.165,0.149,2024
5.177E+11,0.303,0.353,0.249,0.095,2024
5.177E+11,0.216,0.268,0.371,0.145,2024
5.177E+11,0.218,0.289,0.416,0.077,2024
5.1775E+11,0.37,0.367,0.238,0.025,2024
5.1775E+11,0.276,0.355,0.325,0.044,2024
5.1775E+11,0.347,0.201,0.302,0.15,2024
5.1775E+11,0.457,0.262,0.147,0.134,2024
5.1775E+11,0.131,0.302,0.181,0.386,2024
5.1775E+11,0.074,0.455,0.373,0.098,2024
5.1775E+11,0.166,0.248,0.475,0.111,2024
5.1775E+11,0.315,0.185,0.284,0.216,2024
5.1775E+11,0.261,0.41,0.292,0.037,2024
5.1775E+11,0.425,0.215,0.36,0,2024
5.1775E+11,0.412,0.362,0.207,0.019,2024
5.1775E+11,0.486,0.325,0.169,0.02,2024
5.1775E+11,0.6,0.223,0.129,0.048,2024
5.1775E+11,0.54,0.297,0.125,0.038,2024
5.1775E+11,0.457,0.274,0.147,0.122,2024
5.1775E+11,0.18,0.196,0.295,0.329,2024
5.1775E+11,0.228,0.379,0.284,0.109,2024
5.1775E+11,0.339,0.257,0.253,0.151,2024
5.1775E+11,0.369,0.187,0.304,0.14,2024
5.1775E+11,0.271,0.267,0.276,0.186,2024
5.179E+11,0.396,0.24,0.219,0.145,2024
5.179E+11,0.365,0.244,0.3,0.091,2024
5.179E+11,0.317,0.377,0.255,0.051,2024
5.179E+11,0.686,0.225,0.089,0,2024
5.179E+11,0.585,0.248,0.151,0.016,2024
5.179E+11,0.149,0.188,0.536,0.127,2024
5.179E+11,0.724,0.107,0.143,0.026,2024
5.179E+11,0.307,0.296,0.345,0.052,2024
5.179E+11,0.263,0.379,0.351,0.007,2024
5.179E+11,0.308,0.442,0.208,0.042,2024
5.179E+11,0.264,0.413,0.253,0.07,2024
5.179E+11,0.318,0.328,0.223,0.131,2024
5.179E+11,0.46,0.273,0.186,0.081,2024
5.179E+11,0.257,0.274,0.383,0.086,2024
5.179E+11,0.375,0.459,0.146,0.02,2024
5.179E+11,0.104,0.26,0.281,0.355,2024
5.179E+11,0.344,0.222,0.295,0.139,2024
5.179E+11,0.428,0.252,0.235,0.085,2024
5.179E+11,0.354,0.326,0.314,0.006,2024
5.179E+11,0.443,0.299,0.239,0.019,2024
5.18001E+11,0.428,0.321,0.13,0.121,2024
5.18001E+11,0.418,0.377,0.191,0.014,2024
5.18001E+11,0.205,0.488,0.279,0.028,2024
5.18001E+11,0.346,0.209,0.213,0.232,2024
5.18001E+11,0.325,0.545,0.124,0.006,2024
5.18001E+11,0.257,0.245,0.285,0.213,2024
5.18001E+11,0.551,0.238,0.211,0,2024
5.18001E+11,0.561,0.299,0.13,0.01,2024
5.18001E+11,0.511,0.241,0.248,0,2024
5.18001E+11,0.27,0.543,0.136,0.051,2024
5.18001E+11,0.591,0.303,0.09,0.016,2024
5.18001E+11,0.449,0.1,0.451,0,2024
5.18001E+11,0.481,0.42,0.099,0,2024
5.18001E+11,0.774,0.058,0.08,0.088,2024
5.18001E+11,0.521,0.13,0.274,0.075,2024
5.18001E+11,0.553,0.348,0.099,0,2024
5.18001E+11,0.306,0.225,0.178,0.291,2024
5.18001E+11,0.213,0.401,0.29,0.096,2024
5.18001E+11,0.174,0.281,0.282,0.263,2024
5.18001E+11,0.234,0.459,0.293,0.014,2024
5.18001E+11,0.338,0.089,0.306,0.267,2024
5.18001E+11,0.082,0.027,0.44,0.451,2024
5.18001E+11,0.039,0.169,0.73,0.062,2024
5.18001E+11,0.013,0.113,0.536,0.338,2024
5.18001E+11,0.101,0.384,0.34,0.175,2024
5.18001E+11,0.039,0.358,0.435,0.168,2024
5.18001E+11,0.091,0.14,0.555,0.214,2024
5.18001E+11,0,0.037,0.446,0.517,2024
5.18001E+11,0.025,0.131,0.523,0.321,2024
5.18001E+11,0.037,0.266,0.4,0.297,2024
5.18001E+11,0.118,0.171,0.436,0.275,2024
5.18001E+11,0.349,0.373,0.174,0.104,2024
5.18001E+11,0.15,0.441,0.339,0.07,2024
5.18001E+11,0.1,0.248,0.432,0.22,2024
5.18001E+11,0.123,0.185,0.472,0.22,2024
5.18001E+11,0.055,0.176,0.395,0.374,2024
5.18001E+11,0.269,0.279,0.344,0.108,2024
5.18001E+11,0.11,0.096,0.399,0.395,2024
5.18001E+11,0.14,0.273,0.25,0.337,2024
5.18001E+11,0.1,0.104,0.11,0.686,2024
5.18001E+11,0.228,0.213,0.186,0.373,2024
5.18001E+11,0.313,0.128,0.324,0.235,2024
5.18001E+11,0.402,0.178,0.259,0.161,2024
5.18001E+11,0.163,0.327,0.392,0.118,2024
5.18001E+11,0.224,0.521,0.129,0.126,2024
5.18001E+11,0.113,0.169,0.543,0.175,2024
5.18001E+11,0.16,0.16,0.355,0.325,2024
5.18001E+11,0.049,0.119,0.609,0.223,2024
5.18001E+11,0.298,0.254,0.39,0.058,2024
5.18001E+11,0.189,0.152,0.309,0.35,2024
5.18001E+11,0.2,0.243,0.441,0.116,2024
5.18001E+11,0.176,0.401,0.333,0.09,2024
5.18001E+11,0.157,0.318,0.356,0.169,2024
5.18001E+11,0.285,0.28,0.327,0.108,2024
5.18001E+11,0.146,0.186,0.418,0.25,2024
5.18001E+11,0.08,0.227,0.236,0.457,2024
5.18001E+11,0.214,0.133,0.255,0.398,2024
5.18001E+11,0.124,0.18,0.261,0.435,2024
5.18001E+11,0.18,0.252,0.414,0.154,2024
5.18001E+11,0.209,0.197,0.397,0.197,2024
5.18001E+11,0.273,0.274,0.296,0.157,2024
5.18001E+11,0.049,0.404,0.374,0.173,2024
5.18001E+11,0.486,0.216,0.228,0.07,2024
5.18001E+11,0.159,0.259,0.512,0.07,2024
5.18001E+11,0.504,0.331,0.066,0.099,2024
5.18001E+11,0.279,0.19,0.494,0.037,2024
5.18001E+11,0.4,0.38,0.212,0.008,2024
5.18001E+11,0.161,0.232,0.428,0.179,2024
5.18001E+11,0.169,0.3,0.44,0.091,2024
5.18001E+11,0.55,0.391,0.054,0.005,2024
5.18001E+11,0.493,0.202,0.21,0.095,2024
5.18001E+11,0.195,0.363,0.252,0.19,2024
5.18001E+11,0.051,0.342,0.466,0.141,2024
5.18001E+11,0.271,0.17,0.381,0.178,2024
5.18001E+11,0.354,0.322,0.303,0.021,2024
5.18001E+11,0.193,0.22,0.46,0.127,2024
5.18001E+11,0.12,0.371,0.509,0,2024
5.18001E+11,0.192,0.325,0.329,0.154,2024
5.18001E+11,0.156,0.245,0.339,0.26,2024
5.18001E+11,0.171,0.381,0.276,0.172,2024
5.18001E+11,0.225,0.247,0.404,0.124,2024
5.18001E+11,0.341,0.257,0.304,0.098,2024
5.18001E+11,0.423,0.417,0.085,0.075,2024
5.18001E+11,0.144,0.488,0.258,0.11,2024
5.181E+11,0,0,0.859,0.141,2024
5.181E+11,0.318,0.329,0.273,0.08,2024
5.181E+11,0.55,0.28,0.152,0.018,2024
5.181E+11,0.503,0.31,0.133,0.054,2024
5.181E+11,0.471,0.404,0.118,0.007,2024
5.181E+11,0.282,0.531,0.145,0.042,2024
5.181E+11,0.075,0.431,0.39,0.104,2024
5.181E+11,0.243,0.307,0.296,0.154,2024
5.181E+11,0.248,0.436,0.222,0.094,2024
5.181E+11,0.078,0.206,0.38,0.336,2024
5.181E+11,0.048,0.298,0.274,0.38,2024
5.181E+11,0.06,0.357,0.241,0.342,2024
5.181E+11,0.187,0.38,0.25,0.183,2024
5.181E+11,0.334,0.33,0.332,0.004,2024
5.181E+11,0.549,0.292,0.158,0.001,2024
5.181E+11,0.489,0.44,0.071,0,2024
5.181E+11,0.177,0.503,0.23,0.09,2024
5.181E+11,0.167,0.506,0.278,0.049,2024
5.181E+11,0.451,0.261,0.227,0.061,2024
5.181E+11,0.398,0.222,0.34,0.04,2024
5.181E+11,0.393,0.451,0.141,0.015,2024
5.181E+11,0.767,0.123,0.094,0.016,2024
5.181E+11,0.458,0.294,0.248,0,2024
5.181E+11,0.192,0.536,0.24,0.032,2024
5.181E+11,0.027,0.43,0.455,0.088,2024
5.181E+11,0.293,0.296,0.384,0.027,2024
5.181E+11,0.229,0.181,0.251,0.339,2024
5.181E+11,0.391,0.334,0.231,0.044,2024
5.181E+11,0.259,0.306,0.317,0.118,2024
5.181E+11,0.068,0.349,0.554,0.029,2024
5.181E+11,0.155,0.436,0.334,0.075,2024
5.181E+11,0.556,0.24,0.147,0.057,2024
5.181E+11,0.07,0.401,0.401,0.128,2024
5.181E+11,0.228,0.316,0.364,0.092,2024
5.181E+11,0.267,0.291,0.331,0.111,2024
5.181E+11,0.084,0.469,0.354,0.093,2024
5.181E+11,0.369,0.421,0.167,0.043,2024
5.181E+11,0.404,0.212,0.157,0.227,2024
5.181E+11,0.364,0.289,0.312,0.035,2024
5.181E+11,0.188,0.4,0.391,0.021,2024
5.181E+11,0.264,0.217,0.36,0.159,2024
5.181E+11,0.123,0.276,0.469,0.132,2024
5.181E+11,0.209,0.299,0.337,0.155,2024
5.181E+11,0.211,0.213,0.241,0.335,2024
5.181E+11,0.045,0.148,0.396,0.411,2024
5.181E+11,0.091,0.15,0.369,0.39,2024
5.181E+11,0.08,0.216,0.268,0.436,2024
5.181E+11,0.277,0.13,0.269,0.324,2024
5.181E+11,0.049,0.351,0.292,0.308,2024
5.181E+11,0.244,0.366,0.242,0.148,2024
5.181E+11,0.032,0.021,0.447,0.5,2024
5.181E+11,0.351,0.225,0.269,0.155,2024
5.181E+11,0.248,0.232,0.52,0,2024
5.181E+11,0.459,0.414,0.099,0.028,2024
5.181E+11,0.117,0.339,0.34,0.204,2024
5.181E+11,0.066,0.189,0.58,0.165,2024
5.181E+11,0.364,0.287,0.147,0.202,2024
5.181E+11,0.217,0.187,0.271,0.325,2024
5.181E+11,0.225,0.123,0.205,0.447,2024
5.181E+11,0.045,0.189,0.206,0.56,2024
5.181E+11,0.072,0.3,0.23,0.398,2024
5.181E+11,0.032,0.039,0.061,0.868,2024
5.181E+11,0.248,0.256,0.377,0.119,2024
5.181E+11,0.078,0.186,0.421,0.315,2024
5.181E+11,0.094,0.203,0.333,0.37,2024
5.181E+11,0.143,0.075,0.265,0.517,2024
5.181E+11,0.202,0.316,0.286,0.196,2024
5.181E+11,0.104,0.344,0.324,0.228,2024
5.181E+11,0.114,0.287,0.392,0.207,2024
5.181E+11,0.015,0.392,0.388,0.205,2024
5.181E+11,0.589,0.188,0.165,0.058,2024
5.181E+11,0.123,0.275,0.376,0.226,2024
5.181E+11,0.234,0.399,0.291,0.076,2024
5.181E+11,0.176,0.421,0.184,0.219,2024
5.181E+11,0.353,0.389,0.239,0.019,2024
5.181E+11,0.218,0.221,0.471,0.09,2024
5.181E+11,0.169,0.37,0.393,0.068,2024
5.181E+11,0.409,0.37,0.193,0.028,2024
5.181E+11,0.127,0.2,0.422,0.251,2024
5.181E+11,0.381,0.429,0.13,0.06,2024
5.181E+11,0.159,0.419,0.323,0.099,2024
5.181E+11,0.383,0.424,0.187,0.006,2024
5.181E+11,0.066,0.371,0.329,0.234,2024
5.181E+11,0.047,0.099,0.333,0.521,2024
5.181E+11,0.148,0.16,0.207,0.485,2024
5.181E+11,0.228,0.07,0.512,0.19,2024
5.181E+11,0.126,0.248,0.327,0.299,2024
5.181E+11,0.098,0.05,0.214,0.638,2024
5.181E+11,0.176,0.391,0.256,0.177,2024
5.181E+11,0.211,0.314,0.183,0.292,2024
5.181E+11,0.196,0.119,0.363,0.322,2024
5.181E+11,0.133,0.119,0.338,0.41,2024
5.181E+11,0.307,0.55,0.13,0.013,2024
5.181E+11,0.111,0.366,0.208,0.315,2024
5.181E+11,0.085,0.204,0.376,0.335,2024
5.181E+11,0.182,0.147,0.322,0.349,2024
5.181E+11,0.098,0.081,0.142,0.679,2024
5.181E+11,0.316,0.429,0.124,0.131,2024
5.181E+11,0.099,0.074,0.426,0.401,2024
5.181E+11,0.165,0.093,0.308,0.434,2024
5.181E+11,0.045,0.054,0.167,0.734,2024
5.181E+11,0.249,0.273,0.315,0.163,2024
5.181E+11,0.455,0.168,0.245,0.132,2024
5.181E+11,0.09,0.367,0.17,0.373,2024
5.181E+11,0.371,0.405,0.196,0.028,2024
5.181E+11,0.191,0.378,0.431,0,2024
5.181E+11,0.336,0.105,0.497,0.062,2024
5.181E+11,0.31,0.228,0.302,0.16,2024
5.181E+11,0.328,0.345,0.285,0.042,2024
5.181E+11,0.303,0.175,0.217,0.305,2024
5.181E+11,0.21,0.232,0.32,0.238,2024
5.181E+11,0.091,0.146,0.449,0.314,2024
5.181E+11,0.36,0.049,0.425,0.166,2024
5.181E+11,0.144,0.114,0.226,0.516,2024
5.181E+11,0.194,0.397,0.128,0.281,2024
5.181E+11,0.096,0.359,0.463,0.082,2024
5.181E+11,0.094,0.465,0.201,0.24,2024
5.181E+11,0.404,0.474,0.118,0.004,2024
5.181E+11,0.6,0.281,0.026,0.093,2024
5.181E+11,0.159,0.266,0.429,0.146,2024
5.181E+11,0.175,0.153,0.288,0.384,2024
5.181E+11,0.098,0.246,0.284,0.372,2024
5.181E+11,0.031,0.054,0.616,0.299,2024
5.181E+11,0.334,0.213,0.288,0.165,2024
5.181E+11,0.306,0.402,0.184,0.108,2024
5.181E+11,0.149,0.245,0.428,0.178,2024
5.181E+11,0.046,0.03,0.394,0.53,2024
5.181E+11,0.078,0.232,0.369,0.321,2024
5.181E+11,0.124,0.089,0.289,0.498,2024
5.181E+11,0.185,0.147,0.214,0.454,2024
5.181E+11,0.189,0.195,0.455,0.161,2024
5.181E+11,0.218,0.475,0.279,0.028,2024
5.181E+11,0.35,0.352,0.294,0.004,2024
5.181E+11,0.175,0.335,0.449,0.041,2024
5.181E+11,0.497,0.247,0.256,0,2024
5.181E+11,0.172,0.578,0.138,0.112,2024
5.181E+11,0.259,0.504,0.173,0.064,2024
5.181E+11,0.301,0.377,0.322,0,2024
5.181E+11,0.263,0.284,0.34,0.113,2024
5.181E+11,0.096,0.407,0.449,0.048,2024
5.181E+11,0.455,0.178,0.15,0.217,2024
5.181E+11,0.329,0.291,0.292,0.088,2024
5.181E+11,0.261,0.45,0.237,0.052,2024
5.181E+11,0.316,0.214,0.285,0.185,2024
5.181E+11,0.415,0.3,0.266,0.019,2024
5.181E+11,0,0.586,0.334,0.08,2024
5.181E+11,0.25,0.25,0.25,0.25,2024
5.181E+11,0.273,0.314,0.286,0.127,2024
5.181E+11,0,0.82,0,0.18,2024
5.181E+11,0.528,0.248,0.197,0.027,2024
5.181E+11,0.478,0.235,0.257,0.03,2024
5.181E+11,0.244,0.412,0.229,0.115,2024
5.181E+11,0.128,0.258,0.406,0.208,2024
5.181E+11,0.359,0.171,0.328,0.142,2024
5.181E+11,0.302,0.259,0.317,0.122,2024
5.181E+11,0.109,0.212,0.541,0.138,2024
5.181E+11,0.095,0.168,0.616,0.121,2024
5.181E+11,0.133,0.322,0.379,0.166,2024
5.181E+11,0.299,0.162,0.368,0.171,2024
5.181E+11,0.584,0.208,0.208,0,2024
5.181E+11,0.361,0.359,0.265,0.015,2024
5.181E+11,0.068,0.194,0.334,0.404,2024
5.181E+11,0.424,0.204,0.347,0.025,2024
5.181E+11,0.173,0.21,0.301,0.316,2024
5.181E+11,0.156,0.389,0.366,0.089,2024
5.181E+11,0.154,0.636,0.203,0.007,2024
5.181E+11,0.304,0.26,0.369,0.067,2024
5.181E+11,0.206,0.315,0.359,0.12,2024
5.181E+11,0.18,0.35,0.425,0.045,2024
5.181E+11,0.281,0.136,0.354,0.229,2024
5.181E+11,0.083,0.323,0.43,0.164,2024
5.181E+11,0.106,0.086,0.277,0.531,2024
5.181E+11,0.081,0.142,0.269,0.508,2024
5.181E+11,0.088,0.344,0.401,0.167,2024
5.181E+11,0.045,0.087,0.389,0.479,2024
5.181E+11,0.115,0.178,0.472,0.235,2024
5.181E+11,0.173,0.374,0.377,0.076,2024
5.181E+11,0.063,0.064,0.342,0.531,2024
5.181E+11,0.108,0.207,0.519,0.166,2024
5.181E+11,0.094,0.188,0.483,0.235,2024
